Date,Venue,Race,Length
07/09/2016,Happy Valley,8,1200
03/09/2016,Sha Tin,1,1200
03/09/2016,Sha Tin,2,1400
03/09/2016,Sha Tin,3,1200
03/09/2016,Sha Tin,4,1000
03/09/2016,Sha Tin,5,1400
03/09/2016,Sha Tin,6,1200
03/09/2016,Sha Tin,7,1000
03/09/2016,Sha Tin,8,1200
03/09/2016,Sha Tin,9,1400
03/09/2016,Sha Tin,10,1400
10/07/2016,Sha Tin,1,1200
10/07/2016,Sha Tin,2,1800
10/07/2016,Sha Tin,3,1800
10/07/2016,Sha Tin,4,1200
10/07/2016,Sha Tin,5,1400
10/07/2016,Sha Tin,6,1400
10/07/2016,Sha Tin,7,1600
10/07/2016,Sha Tin,8,1600
10/07/2016,Sha Tin,9,1200
10/07/2016,Sha Tin,10,1400
06/07/2016,Happy Valley,1,1200
06/07/2016,Happy Valley,2,1650
06/07/2016,Happy Valley,3,1200
06/07/2016,Happy Valley,4,1800
06/07/2016,Happy Valley,5,1200
06/07/2016,Happy Valley,6,1000
06/07/2016,Happy Valley,7,1650
06/07/2016,Happy Valley,8,1200
06/07/2016,Happy Valley,9,1200
01/07/2016,Sha Tin,1,1200
01/07/2016,Sha Tin,2,1000
01/07/2016,Sha Tin,3,1200
01/07/2016,Sha Tin,4,1400
01/07/2016,Sha Tin,6,1000
01/07/2016,Sha Tin,7,2000
01/07/2016,Sha Tin,8,1400
01/07/2016,Sha Tin,9,1200
01/07/2016,Sha Tin,10,1650
26/06/2016,Sha Tin,1,1800
26/06/2016,Sha Tin,2,1200
26/06/2016,Sha Tin,3,1200
26/06/2016,Sha Tin,4,1650
26/06/2016,Sha Tin,5,2000
26/06/2016,Sha Tin,7,1200
26/06/2016,Sha Tin,8,1200
26/06/2016,Sha Tin,9,1600
26/06/2016,Sha Tin,10,1600
22/06/2016,Happy Valley,1,1200
22/06/2016,Happy Valley,3,1000
22/06/2016,Happy Valley,4,1200
22/06/2016,Happy Valley,5,1650
22/06/2016,Happy Valley,6,2200
22/06/2016,Happy Valley,7,1200
22/06/2016,Happy Valley,8,1650
19/06/2016,Sha Tin,1,1000
19/06/2016,Sha Tin,2,1200
19/06/2016,Sha Tin,3,1800
19/06/2016,Sha Tin,4,1600
19/06/2016,Sha Tin,5,1200
19/06/2016,Sha Tin,6,1200
19/06/2016,Sha Tin,7,1400
19/06/2016,Sha Tin,8,1400
19/06/2016,Sha Tin,9,1200
19/06/2016,Sha Tin,10,1200
15/06/2016,Happy Valley,1,1800
15/06/2016,Happy Valley,2,1650
15/06/2016,Happy Valley,3,1200
15/06/2016,Happy Valley,4,1650
15/06/2016,Happy Valley,5,1200
15/06/2016,Happy Valley,7,1200
15/06/2016,Happy Valley,8,1650
12/06/2016,Sha Tin,1,1000
12/06/2016,Sha Tin,2,1650
12/06/2016,Sha Tin,4,1200
12/06/2016,Sha Tin,5,1400
12/06/2016,Sha Tin,6,1800
12/06/2016,Sha Tin,7,1650
12/06/2016,Sha Tin,8,1400
12/06/2016,Sha Tin,9,1000
12/06/2016,Sha Tin,10,1200
09/06/2016,Happy Valley,1,1200
09/06/2016,Happy Valley,2,1200
09/06/2016,Happy Valley,3,1000
09/06/2016,Happy Valley,4,1650
09/06/2016,Happy Valley,5,1200
09/06/2016,Happy Valley,6,1650
09/06/2016,Happy Valley,7,1000
09/06/2016,Happy Valley,8,1650
09/06/2016,Happy Valley,9,1650
09/06/2016,Happy Valley,10,1200
05/06/2016,Sha Tin,1,1200
05/06/2016,Sha Tin,2,2000
05/06/2016,Sha Tin,3,1200
05/06/2016,Sha Tin,4,1600
05/06/2016,Sha Tin,5,1400
05/06/2016,Sha Tin,6,1200
05/06/2016,Sha Tin,7,1200
05/06/2016,Sha Tin,8,1600
05/06/2016,Sha Tin,9,1800
05/06/2016,Sha Tin,10,1400
01/06/2016,Happy Valley,1,1650
01/06/2016,Happy Valley,2,1200
01/06/2016,Happy Valley,3,1200
01/06/2016,Happy Valley,4,1650
01/06/2016,Happy Valley,5,1200
01/06/2016,Happy Valley,6,1800
01/06/2016,Happy Valley,7,1200
01/06/2016,Happy Valley,8,1800
29/05/2016,Sha Tin,1,1200
29/05/2016,Sha Tin,2,1600
29/05/2016,Sha Tin,3,1000
29/05/2016,Sha Tin,4,1400
29/05/2016,Sha Tin,5,1200
29/05/2016,Sha Tin,6,1400
29/05/2016,Sha Tin,8,1600
29/05/2016,Sha Tin,9,1600
29/05/2016,Sha Tin,10,1200
22/05/2016,Sha Tin,1,1200
22/05/2016,Sha Tin,2,1800
22/05/2016,Sha Tin,3,1200
22/05/2016,Sha Tin,4,1200
22/05/2016,Sha Tin,5,1600
22/05/2016,Sha Tin,6,1400
22/05/2016,Sha Tin,7,1800
22/05/2016,Sha Tin,8,2400
22/05/2016,Sha Tin,9,1200
22/05/2016,Sha Tin,10,1650
18/05/2016,Happy Valley,1,1200
18/05/2016,Happy Valley,2,1650
18/05/2016,Happy Valley,3,2200
18/05/2016,Happy Valley,4,1200
18/05/2016,Happy Valley,5,1000
18/05/2016,Happy Valley,6,1650
18/05/2016,Happy Valley,7,1650
18/05/2016,Happy Valley,8,1650
14/05/2016,Sha Tin,1,1400
14/05/2016,Sha Tin,2,1650
14/05/2016,Sha Tin,3,1400
14/05/2016,Sha Tin,5,1200
11/05/2016,Happy Valley,4,1200
11/05/2016,Happy Valley,5,1200
11/05/2016,Happy Valley,6,1650
11/05/2016,Happy Valley,7,1800
11/05/2016,Happy Valley,8,1200
07/05/2016,Sha Tin,1,1200
07/05/2016,Sha Tin,2,1600
07/05/2016,Sha Tin,4,1800
07/05/2016,Sha Tin,5,1200
07/05/2016,Sha Tin,6,1200
07/05/2016,Sha Tin,7,1200
07/05/2016,Sha Tin,8,1200
07/05/2016,Sha Tin,9,1400
07/05/2016,Sha Tin,10,1600
04/05/2016,Happy Valley,1,1650
04/05/2016,Happy Valley,3,1650
04/05/2016,Happy Valley,4,1800
04/05/2016,Happy Valley,5,1200
04/05/2016,Happy Valley,6,1000
04/05/2016,Happy Valley,7,1200
04/05/2016,Happy Valley,8,1650
01/05/2016,Sha Tin,1,1000
01/05/2016,Sha Tin,2,2200
01/05/2016,Sha Tin,3,1400
01/05/2016,Sha Tin,4,2000
01/05/2016,Sha Tin,5,1400
01/05/2016,Sha Tin,6,1200
01/05/2016,Sha Tin,7,1200
01/05/2016,Sha Tin,8,1600
01/05/2016,Sha Tin,9,1400
01/05/2016,Sha Tin,10,1400
27/04/2016,Happy Valley,1,1650
27/04/2016,Happy Valley,2,1000
27/04/2016,Happy Valley,3,1200
27/04/2016,Happy Valley,4,1200
27/04/2016,Happy Valley,5,1800
27/04/2016,Happy Valley,6,1200
27/04/2016,Happy Valley,8,1200
24/04/2016,Sha Tin,1,1400
24/04/2016,Sha Tin,3,1200
24/04/2016,Sha Tin,4,1200
24/04/2016,Sha Tin,5,2400
24/04/2016,Sha Tin,7,1400
24/04/2016,Sha Tin,8,2000
24/04/2016,Sha Tin,9,1600
24/04/2016,Sha Tin,10,1600
20/04/2016,Happy Valley,1,1800
20/04/2016,Happy Valley,2,1650
20/04/2016,Happy Valley,4,1650
20/04/2016,Happy Valley,5,2200
20/04/2016,Happy Valley,6,1000
20/04/2016,Happy Valley,7,1650
20/04/2016,Happy Valley,8,1200
16/04/2016,Sha Tin,1,1650
16/04/2016,Sha Tin,2,1400
16/04/2016,Sha Tin,3,1000
16/04/2016,Sha Tin,4,1200
16/04/2016,Sha Tin,5,1200
16/04/2016,Sha Tin,6,1400
16/04/2016,Sha Tin,7,1800
16/04/2016,Sha Tin,8,1200
16/04/2016,Sha Tin,9,1400
16/04/2016,Sha Tin,10,1200
13/04/2016,Happy Valley,1,1000
13/04/2016,Happy Valley,2,1200
13/04/2016,Happy Valley,3,1200
13/04/2016,Happy Valley,4,1650
13/04/2016,Happy Valley,5,1650
13/04/2016,Happy Valley,6,1200
13/04/2016,Happy Valley,7,1000
13/04/2016,Happy Valley,8,1650
13/04/2016,Happy Valley,9,1650
10/04/2016,Sha Tin,1,1000
10/04/2016,Sha Tin,2,1400
10/04/2016,Sha Tin,3,1200
10/04/2016,Sha Tin,4,1200
10/04/2016,Sha Tin,6,1000
10/04/2016,Sha Tin,7,1200
10/04/2016,Sha Tin,8,1800
10/04/2016,Sha Tin,10,1400
06/04/2016,Sha Tin,1,1200
06/04/2016,Sha Tin,2,1800
06/04/2016,Sha Tin,3,1200
06/04/2016,Sha Tin,4,1650
06/04/2016,Sha Tin,5,1800
06/04/2016,Sha Tin,6,1200
06/04/2016,Sha Tin,7,1650
06/04/2016,Sha Tin,8,1200
03/04/2016,Sha Tin,2,1600
03/04/2016,Sha Tin,3,1200
03/04/2016,Sha Tin,4,1200
03/04/2016,Sha Tin,5,1000
03/04/2016,Sha Tin,6,1600
03/04/2016,Sha Tin,7,1600
03/04/2016,Sha Tin,8,2200
03/04/2016,Sha Tin,9,1200
03/04/2016,Sha Tin,10,1400
31/03/2016,Happy Valley,1,1650
31/03/2016,Happy Valley,2,1200
31/03/2016,Happy Valley,3,1200
31/03/2016,Happy Valley,4,1800
31/03/2016,Happy Valley,5,1650
31/03/2016,Happy Valley,6,1650
28/03/2016,Sha Tin,1,1200
28/03/2016,Sha Tin,2,1400
28/03/2016,Sha Tin,3,1400
28/03/2016,Sha Tin,4,1000
28/03/2016,Sha Tin,5,1400
28/03/2016,Sha Tin,6,2000
28/03/2016,Sha Tin,7,1200
28/03/2016,Sha Tin,9,1400
28/03/2016,Sha Tin,10,1200
23/03/2016,Happy Valley,1,1650
23/03/2016,Happy Valley,2,2200
23/03/2016,Happy Valley,3,1650
23/03/2016,Happy Valley,4,1000
23/03/2016,Happy Valley,5,1200
23/03/2016,Happy Valley,6,1650
23/03/2016,Happy Valley,7,1800
23/03/2016,Happy Valley,8,1200
20/03/2016,Sha Tin,3,1200
20/03/2016,Sha Tin,4,1600
20/03/2016,Sha Tin,5,2000
20/03/2016,Sha Tin,6,1400
20/03/2016,Sha Tin,7,1200
20/03/2016,Sha Tin,8,1200
16/03/2016,Happy Valley,3,1200
16/03/2016,Happy Valley,4,1650
16/03/2016,Happy Valley,5,1200
16/03/2016,Happy Valley,6,1650
16/03/2016,Happy Valley,7,1200
16/03/2016,Happy Valley,8,1800
13/03/2016,Sha Tin,1,1800
13/03/2016,Sha Tin,2,1600
13/03/2016,Sha Tin,3,1000
13/03/2016,Sha Tin,4,1650
13/03/2016,Sha Tin,5,1600
13/03/2016,Sha Tin,6,1200
13/03/2016,Sha Tin,7,1000
13/03/2016,Sha Tin,8,1650
13/03/2016,Sha Tin,9,1400
13/03/2016,Sha Tin,10,1400
09/03/2016,Happy Valley,1,1200
09/03/2016,Happy Valley,2,1200
09/03/2016,Happy Valley,3,1200
09/03/2016,Happy Valley,4,1650
09/03/2016,Happy Valley,5,1800
09/03/2016,Happy Valley,6,1000
09/03/2016,Happy Valley,7,1200
09/03/2016,Happy Valley,8,1650
06/03/2016,Sha Tin,1,1650
06/03/2016,Sha Tin,2,1200
06/03/2016,Sha Tin,3,1000
06/03/2016,Sha Tin,4,1200
06/03/2016,Sha Tin,5,1200
06/03/2016,Sha Tin,6,1200
06/03/2016,Sha Tin,7,1400
06/03/2016,Sha Tin,8,1800
06/03/2016,Sha Tin,9,1400
06/03/2016,Sha Tin,10,1800
02/03/2016,Happy Valley,1,1800
02/03/2016,Happy Valley,2,1650
02/03/2016,Happy Valley,3,1650
02/03/2016,Happy Valley,4,1200
02/03/2016,Happy Valley,5,1000
02/03/2016,Happy Valley,6,1200
02/03/2016,Happy Valley,7,1200
02/03/2016,Happy Valley,8,1650
28/02/2016,Sha Tin,1,1200
28/02/2016,Sha Tin,2,2000
28/02/2016,Sha Tin,3,1000
28/02/2016,Sha Tin,4,1200
28/02/2016,Sha Tin,5,1400
28/02/2016,Sha Tin,6,2000
28/02/2016,Sha Tin,7,1600
28/02/2016,Sha Tin,8,1400
28/02/2016,Sha Tin,9,1600
28/02/2016,Sha Tin,10,1400
24/02/2016,Happy Valley,1,1000
24/02/2016,Happy Valley,2,1200
24/02/2016,Happy Valley,3,1200
24/02/2016,Happy Valley,4,1650
24/02/2016,Happy Valley,6,1200
24/02/2016,Happy Valley,7,1650
24/02/2016,Happy Valley,8,1200
24/02/2016,Happy Valley,9,1800
21/02/2016,Sha Tin,1,1200
21/02/2016,Sha Tin,2,1400
21/02/2016,Sha Tin,3,1400
21/02/2016,Sha Tin,4,1400
21/02/2016,Sha Tin,5,2000
21/02/2016,Sha Tin,6,1200
21/02/2016,Sha Tin,7,1800
21/02/2016,Sha Tin,8,1200
21/02/2016,Sha Tin,9,1400
21/02/2016,Sha Tin,10,1600
17/02/2016,Happy Valley,1,1000
17/02/2016,Happy Valley,2,1800
17/02/2016,Happy Valley,3,1200
17/02/2016,Happy Valley,4,1650
17/02/2016,Happy Valley,5,1200
17/02/2016,Happy Valley,6,1650
17/02/2016,Happy Valley,7,1200
17/02/2016,Happy Valley,8,1000
10/02/2016,Sha Tin,1,1200
10/02/2016,Sha Tin,2,1600
10/02/2016,Sha Tin,3,1400
10/02/2016,Sha Tin,4,1200
10/02/2016,Sha Tin,5,1400
10/02/2016,Sha Tin,6,1200
10/02/2016,Sha Tin,7,1600
10/02/2016,Sha Tin,8,1400
10/02/2016,Sha Tin,9,1200
10/02/2016,Sha Tin,10,1400
06/02/2016,Sha Tin,1,1400
06/02/2016,Sha Tin,2,1000
06/02/2016,Sha Tin,3,2000
06/02/2016,Sha Tin,4,1600
06/02/2016,Sha Tin,5,1200
06/02/2016,Sha Tin,6,1600
06/02/2016,Sha Tin,7,1200
06/02/2016,Sha Tin,8,1000
06/02/2016,Sha Tin,9,1800
06/02/2016,Sha Tin,10,1400
03/02/2016,Happy Valley,1,1650
03/02/2016,Happy Valley,2,1800
03/02/2016,Happy Valley,3,1000
03/02/2016,Happy Valley,4,1650
03/02/2016,Happy Valley,5,1200
03/02/2016,Happy Valley,6,1650
03/02/2016,Happy Valley,7,1650
03/02/2016,Happy Valley,8,1200
03/02/2016,Happy Valley,9,1200
31/01/2016,Sha Tin,1,1000
31/01/2016,Sha Tin,2,1600
31/01/2016,Sha Tin,3,1200
31/01/2016,Sha Tin,4,1000
31/01/2016,Sha Tin,5,1600
31/01/2016,Sha Tin,6,1400
31/01/2016,Sha Tin,7,1200
31/01/2016,Sha Tin,8,2000
31/01/2016,Sha Tin,9,1600
31/01/2016,Sha Tin,10,1200
24/01/2016,Sha Tin,1,1800
24/01/2016,Sha Tin,2,1200
24/01/2016,Sha Tin,3,1400
24/01/2016,Sha Tin,4,1800
24/01/2016,Sha Tin,5,1400
24/01/2016,Sha Tin,6,1800
24/01/2016,Sha Tin,7,1200
24/01/2016,Sha Tin,8,1400
24/01/2016,Sha Tin,9,1400
24/01/2016,Sha Tin,10,1600
20/01/2016,Happy Valley,1,1200
20/01/2016,Happy Valley,3,2200
20/01/2016,Happy Valley,4,1200
20/01/2016,Happy Valley,5,1000
20/01/2016,Happy Valley,6,1650
20/01/2016,Happy Valley,7,1200
20/01/2016,Happy Valley,8,1650
17/01/2016,Sha Tin,1,1000
17/01/2016,Sha Tin,2,1200
17/01/2016,Sha Tin,3,1200
17/01/2016,Sha Tin,4,1600
17/01/2016,Sha Tin,5,1800
17/01/2016,Sha Tin,6,1400
17/01/2016,Sha Tin,7,1200
17/01/2016,Sha Tin,8,1200
17/01/2016,Sha Tin,9,1200
17/01/2016,Sha Tin,10,1400
13/01/2016,Happy Valley,1,2200
13/01/2016,Happy Valley,2,1650
13/01/2016,Happy Valley,3,1200
13/01/2016,Happy Valley,4,1650
13/01/2016,Happy Valley,5,1000
13/01/2016,Happy Valley,6,1200
13/01/2016,Happy Valley,7,1650
13/01/2016,Happy Valley,8,1200
09/01/2016,Sha Tin,1,1200
09/01/2016,Sha Tin,2,1650
09/01/2016,Sha Tin,3,1200
09/01/2016,Sha Tin,4,1000
09/01/2016,Sha Tin,5,1650
09/01/2016,Sha Tin,6,1800
09/01/2016,Sha Tin,7,1200
09/01/2016,Sha Tin,8,1650
09/01/2016,Sha Tin,9,1400
09/01/2016,Sha Tin,10,1600
06/01/2016,Happy Valley,1,1200
06/01/2016,Happy Valley,2,1200
06/01/2016,Happy Valley,4,1650
06/01/2016,Happy Valley,5,1650
06/01/2016,Happy Valley,6,2200
06/01/2016,Happy Valley,7,1800
06/01/2016,Happy Valley,8,1200
01/01/2016,Sha Tin,1,1400
01/01/2016,Sha Tin,2,1800
01/01/2016,Sha Tin,7,1200
01/01/2016,Sha Tin,9,1400
01/01/2016,Sha Tin,10,1600
27/12/2015,Sha Tin,1,1200
27/12/2015,Sha Tin,2,1600
27/12/2015,Sha Tin,3,1800
27/12/2015,Sha Tin,4,1200
27/12/2015,Sha Tin,5,1200
27/12/2015,Sha Tin,6,1400
27/12/2015,Sha Tin,7,1400
27/12/2015,Sha Tin,8,1400
27/12/2015,Sha Tin,9,1000
27/12/2015,Sha Tin,10,2000
23/12/2015,Happy Valley,1,1650
23/12/2015,Happy Valley,2,1650
23/12/2015,Happy Valley,3,1200
23/12/2015,Happy Valley,4,1650
23/12/2015,Happy Valley,5,1200
23/12/2015,Happy Valley,6,1200
23/12/2015,Happy Valley,7,1650
23/12/2015,Happy Valley,8,1200
19/12/2015,Sha Tin,1,1400
19/12/2015,Sha Tin,5,1400
19/12/2015,Sha Tin,6,1400
19/12/2015,Sha Tin,7,1200
19/12/2015,Sha Tin,8,1400
19/12/2015,Sha Tin,9,1600
19/12/2015,Sha Tin,10,1650
16/12/2015,Happy Valley,2,1200
16/12/2015,Happy Valley,4,2200
16/12/2015,Happy Valley,5,1200
16/12/2015,Happy Valley,6,1650
16/12/2015,Happy Valley,7,1650
16/12/2015,Happy Valley,8,1200
13/12/2015,Sha Tin,1,1400
13/12/2015,Sha Tin,2,1800
13/12/2015,Sha Tin,3,1200
13/12/2015,Sha Tin,4,2400
13/12/2015,Sha Tin,5,1200
13/12/2015,Sha Tin,6,1600
13/12/2015,Sha Tin,7,1600
13/12/2015,Sha Tin,8,2000
13/12/2015,Sha Tin,9,1400
13/12/2015,Sha Tin,10,1200
09/12/2015,Happy Valley,2,1200
09/12/2015,Happy Valley,4,1650
09/12/2015,Happy Valley,5,1650
09/12/2015,Happy Valley,6,1200
09/12/2015,Happy Valley,7,1000
09/12/2015,Happy Valley,8,1650
09/12/2015,Happy Valley,9,1800
06/12/2015,Sha Tin,1,1400
06/12/2015,Sha Tin,2,1200
06/12/2015,Sha Tin,3,1800
06/12/2015,Sha Tin,4,1200
06/12/2015,Sha Tin,5,1200
06/12/2015,Sha Tin,6,1650
06/12/2015,Sha Tin,7,1200
06/12/2015,Sha Tin,8,1000
06/12/2015,Sha Tin,9,1200
06/12/2015,Sha Tin,10,1400
02/12/2015,Happy Valley,1,1000
02/12/2015,Happy Valley,3,1200
02/12/2015,Happy Valley,4,1800
02/12/2015,Happy Valley,5,1200
02/12/2015,Happy Valley,6,2200
02/12/2015,Happy Valley,7,1200
02/12/2015,Happy Valley,8,1200
29/11/2015,Sha Tin,2,1000
29/11/2015,Sha Tin,3,1200
29/11/2015,Sha Tin,5,1600
29/11/2015,Sha Tin,6,1400
29/11/2015,Sha Tin,7,1400
29/11/2015,Sha Tin,8,1600
29/11/2015,Sha Tin,9,1600
29/11/2015,Sha Tin,10,1400
25/11/2015,Happy Valley,1,1200
25/11/2015,Happy Valley,2,1200
25/11/2015,Happy Valley,3,1200
25/11/2015,Happy Valley,4,1800
25/11/2015,Happy Valley,5,1650
25/11/2015,Happy Valley,6,1650
25/11/2015,Happy Valley,7,1200
25/11/2015,Happy Valley,8,1650
21/11/2015,Sha Tin,1,1400
21/11/2015,Sha Tin,2,1400
21/11/2015,Sha Tin,3,1200
21/11/2015,Sha Tin,4,1800
21/11/2015,Sha Tin,5,1800
21/11/2015,Sha Tin,6,2000
21/11/2015,Sha Tin,7,1600
21/11/2015,Sha Tin,8,1200
21/11/2015,Sha Tin,9,1400
21/11/2015,Sha Tin,10,1200
18/11/2015,Sha Tin,1,1650
18/11/2015,Sha Tin,2,1200
18/11/2015,Sha Tin,3,1200
18/11/2015,Sha Tin,4,1800
18/11/2015,Sha Tin,5,1200
18/11/2015,Sha Tin,6,1650
18/11/2015,Sha Tin,7,1200
18/11/2015,Sha Tin,8,1650
14/11/2015,Sha Tin,1,1200
14/11/2015,Sha Tin,2,1200
14/11/2015,Sha Tin,3,2000
14/11/2015,Sha Tin,4,1400
14/11/2015,Sha Tin,5,1400
14/11/2015,Sha Tin,6,1600
14/11/2015,Sha Tin,7,1000
14/11/2015,Sha Tin,8,1400
14/11/2015,Sha Tin,9,1200
14/11/2015,Sha Tin,10,1600
11/11/2015,Happy Valley,2,1200
11/11/2015,Happy Valley,3,1650
11/11/2015,Happy Valley,4,1650
11/11/2015,Happy Valley,5,1200
11/11/2015,Happy Valley,6,1800
11/11/2015,Happy Valley,7,1000
11/11/2015,Happy Valley,8,1200
11/11/2015,Happy Valley,9,1800
08/11/2015,Sha Tin,1,1400
08/11/2015,Sha Tin,2,1200
08/11/2015,Sha Tin,3,1200
08/11/2015,Sha Tin,4,1650
08/11/2015,Sha Tin,5,1000
08/11/2015,Sha Tin,6,1200
08/11/2015,Sha Tin,7,1400
08/11/2015,Sha Tin,8,1800
08/11/2015,Sha Tin,9,1400
08/11/2015,Sha Tin,10,1400
01/11/2015,Happy Valley,1,1800
01/11/2015,Happy Valley,2,1650
01/11/2015,Happy Valley,3,1200
01/11/2015,Happy Valley,4,1200
01/11/2015,Happy Valley,5,1650
01/11/2015,Happy Valley,6,1650
01/11/2015,Happy Valley,7,1650
01/11/2015,Happy Valley,8,1200
01/11/2015,Happy Valley,9,1650
01/11/2015,Happy Valley,10,1200
25/10/2015,Sha Tin,1,1600
25/10/2015,Sha Tin,2,1200
25/10/2015,Sha Tin,3,2000
25/10/2015,Sha Tin,4,1200
25/10/2015,Sha Tin,5,1400
25/10/2015,Sha Tin,6,1800
25/10/2015,Sha Tin,7,1600
25/10/2015,Sha Tin,8,1600
25/10/2015,Sha Tin,9,1200
25/10/2015,Sha Tin,10,1400
22/10/2015,Happy Valley,1,1000
