Date,Venue,Race,Length
22/10/2015,Happy Valley,2,1200
22/10/2015,Happy Valley,3,1200
22/10/2015,Happy Valley,4,1650
22/10/2015,Happy Valley,5,1650
22/10/2015,Happy Valley,6,1200
22/10/2015,Happy Valley,7,1650
22/10/2015,Happy Valley,8,1650
18/10/2015,Sha Tin,1,1000
18/10/2015,Sha Tin,2,1400
18/10/2015,Sha Tin,3,1200
18/10/2015,Sha Tin,4,1800
18/10/2015,Sha Tin,5,1400
18/10/2015,Sha Tin,6,1600
18/10/2015,Sha Tin,7,1000
18/10/2015,Sha Tin,8,1200
18/10/2015,Sha Tin,9,1200
18/10/2015,Sha Tin,10,1800
14/10/2015,Happy Valley,1,1200
14/10/2015,Happy Valley,2,1650
14/10/2015,Happy Valley,3,1200
14/10/2015,Happy Valley,4,1800
14/10/2015,Happy Valley,5,1000
14/10/2015,Happy Valley,6,1650
14/10/2015,Happy Valley,7,1200
14/10/2015,Happy Valley,8,1800
10/10/2015,Sha Tin,1,1200
10/10/2015,Sha Tin,2,1200
10/10/2015,Sha Tin,3,1600
10/10/2015,Sha Tin,4,1200
10/10/2015,Sha Tin,5,1400
10/10/2015,Sha Tin,6,1600
10/10/2015,Sha Tin,7,1200
10/10/2015,Sha Tin,8,1400
10/10/2015,Sha Tin,9,1200
10/10/2015,Sha Tin,10,1400
07/10/2015,Happy Valley,1,1650
07/10/2015,Happy Valley,2,1800
07/10/2015,Happy Valley,3,1650
07/10/2015,Happy Valley,4,1200
07/10/2015,Happy Valley,5,1200
07/10/2015,Happy Valley,6,1200
07/10/2015,Happy Valley,7,1200
07/10/2015,Happy Valley,8,1650
04/10/2015,Sha Tin,1,1650
04/10/2015,Sha Tin,2,1000
04/10/2015,Sha Tin,3,1200
04/10/2015,Sha Tin,4,1200
04/10/2015,Sha Tin,5,1800
04/10/2015,Sha Tin,6,1650
04/10/2015,Sha Tin,7,1650
04/10/2015,Sha Tin,8,1400
04/10/2015,Sha Tin,9,1000
04/10/2015,Sha Tin,10,1600
01/10/2015,Sha Tin,1,1400
01/10/2015,Sha Tin,3,1600
01/10/2015,Sha Tin,4,1200
01/10/2015,Sha Tin,5,1400
01/10/2015,Sha Tin,6,1200
01/10/2015,Sha Tin,7,1000
01/10/2015,Sha Tin,8,1400
01/10/2015,Sha Tin,9,1400
01/10/2015,Sha Tin,10,1200
28/09/2015,Sha Tin,1,1200
28/09/2015,Sha Tin,2,1000
28/09/2015,Sha Tin,3,1200
28/09/2015,Sha Tin,4,1600
28/09/2015,Sha Tin,5,1600
28/09/2015,Sha Tin,6,1400
28/09/2015,Sha Tin,7,1200
28/09/2015,Sha Tin,8,1200
28/09/2015,Sha Tin,9,1600
28/09/2015,Sha Tin,10,1400
23/09/2015,Happy Valley,1,1800
23/09/2015,Happy Valley,2,1650
23/09/2015,Happy Valley,3,1800
23/09/2015,Happy Valley,4,1200
23/09/2015,Happy Valley,5,1200
23/09/2015,Happy Valley,6,1200
23/09/2015,Happy Valley,7,1650
23/09/2015,Happy Valley,8,1200
19/09/2015,Sha Tin,1,1400
19/09/2015,Sha Tin,2,1400
19/09/2015,Sha Tin,3,1400
19/09/2015,Sha Tin,4,1650
19/09/2015,Sha Tin,5,1200
19/09/2015,Sha Tin,6,1650
19/09/2015,Sha Tin,7,1400
19/09/2015,Sha Tin,8,1200
19/09/2015,Sha Tin,9,1000
19/09/2015,Sha Tin,10,1400
16/09/2015,Happy Valley,1,1200
16/09/2015,Happy Valley,2,1200
16/09/2015,Happy Valley,3,1650
16/09/2015,Happy Valley,4,1000
16/09/2015,Happy Valley,5,1650
16/09/2015,Happy Valley,6,1650
16/09/2015,Happy Valley,7,1200
16/09/2015,Happy Valley,8,1650
13/09/2015,Sha Tin,1,1600
13/09/2015,Sha Tin,2,1400
13/09/2015,Sha Tin,3,1200
13/09/2015,Sha Tin,4,1600
13/09/2015,Sha Tin,5,1400
13/09/2015,Sha Tin,6,1200
13/09/2015,Sha Tin,7,1200
13/09/2015,Sha Tin,8,1200
13/09/2015,Sha Tin,9,1400
13/09/2015,Sha Tin,10,1600
09/09/2015,Happy Valley,1,1000
09/09/2015,Happy Valley,2,1200
09/09/2015,Happy Valley,3,1000
09/09/2015,Happy Valley,4,1650
09/09/2015,Happy Valley,5,1200
09/09/2015,Happy Valley,6,1650
09/09/2015,Happy Valley,7,1650
09/09/2015,Happy Valley,8,1200
06/09/2015,Sha Tin,1,1200
06/09/2015,Sha Tin,2,1000
06/09/2015,Sha Tin,3,1200
06/09/2015,Sha Tin,4,1400
06/09/2015,Sha Tin,5,1200
06/09/2015,Sha Tin,6,1400
06/09/2015,Sha Tin,7,1400
06/09/2015,Sha Tin,8,1000
06/09/2015,Sha Tin,9,1200
06/09/2015,Sha Tin,10,1400
12/07/2015,Sha Tin,1,1800
12/07/2015,Sha Tin,2,1200
12/07/2015,Sha Tin,4,1200
12/07/2015,Sha Tin,5,1400
12/07/2015,Sha Tin,6,1800
12/07/2015,Sha Tin,7,1400
12/07/2015,Sha Tin,8,1600
12/07/2015,Sha Tin,9,1600
12/07/2015,Sha Tin,10,1400
08/07/2015,Happy Valley,1,1650
08/07/2015,Happy Valley,2,1200
08/07/2015,Happy Valley,3,1200
08/07/2015,Happy Valley,4,1200
08/07/2015,Happy Valley,5,1000
08/07/2015,Happy Valley,6,1000
08/07/2015,Happy Valley,7,1650
08/07/2015,Happy Valley,8,1800
08/07/2015,Happy Valley,9,1200
05/07/2015,Sha Tin,1,1400
05/07/2015,Sha Tin,2,1600
05/07/2015,Sha Tin,4,1400
05/07/2015,Sha Tin,5,1200
05/07/2015,Sha Tin,6,1600
05/07/2015,Sha Tin,7,1400
05/07/2015,Sha Tin,8,1650
05/07/2015,Sha Tin,9,1000
05/07/2015,Sha Tin,10,2000
01/07/2015,Sha Tin,1,1200
01/07/2015,Sha Tin,2,1400
01/07/2015,Sha Tin,3,1200
01/07/2015,Sha Tin,4,1800
01/07/2015,Sha Tin,5,1400
01/07/2015,Sha Tin,6,1650
01/07/2015,Sha Tin,7,2000
01/07/2015,Sha Tin,8,1650
01/07/2015,Sha Tin,9,1200
01/07/2015,Sha Tin,10,1200
27/06/2015,Sha Tin,1,1200
27/06/2015,Sha Tin,2,1000
27/06/2015,Sha Tin,3,1400
27/06/2015,Sha Tin,4,1200
27/06/2015,Sha Tin,5,1600
27/06/2015,Sha Tin,7,1400
27/06/2015,Sha Tin,8,1200
27/06/2015,Sha Tin,9,1800
27/06/2015,Sha Tin,10,1400
24/06/2015,Happy Valley,1,2200
24/06/2015,Happy Valley,2,1650
24/06/2015,Happy Valley,3,1200
24/06/2015,Happy Valley,4,1200
24/06/2015,Happy Valley,5,1650
24/06/2015,Happy Valley,6,1650
24/06/2015,Happy Valley,7,1200
24/06/2015,Happy Valley,8,1650
21/06/2015,Sha Tin,1,1600
21/06/2015,Sha Tin,2,1200
21/06/2015,Sha Tin,3,1200
21/06/2015,Sha Tin,4,1650
21/06/2015,Sha Tin,5,1600
21/06/2015,Sha Tin,6,1800
21/06/2015,Sha Tin,7,1200
21/06/2015,Sha Tin,8,1400
21/06/2015,Sha Tin,9,1200
21/06/2015,Sha Tin,10,1200
17/06/2015,Happy Valley,1,1000
17/06/2015,Happy Valley,2,1200
17/06/2015,Happy Valley,3,2200
17/06/2015,Happy Valley,4,1000
17/06/2015,Happy Valley,5,1650
17/06/2015,Happy Valley,6,1200
17/06/2015,Happy Valley,7,1800
17/06/2015,Happy Valley,8,1200
14/06/2015,Sha Tin,1,1200
14/06/2015,Sha Tin,2,1400
14/06/2015,Sha Tin,3,1200
14/06/2015,Sha Tin,4,2000
14/06/2015,Sha Tin,5,1400
14/06/2015,Sha Tin,6,1600
14/06/2015,Sha Tin,7,1400
14/06/2015,Sha Tin,8,1400
14/06/2015,Sha Tin,9,1000
14/06/2015,Sha Tin,10,1600
10/06/2015,Happy Valley,1,1200
10/06/2015,Happy Valley,2,1650
10/06/2015,Happy Valley,3,2200
10/06/2015,Happy Valley,4,1650
10/06/2015,Happy Valley,5,1200
10/06/2015,Happy Valley,6,1200
10/06/2015,Happy Valley,7,1650
10/06/2015,Happy Valley,8,1200
07/06/2015,Sha Tin,1,1200
07/06/2015,Sha Tin,2,1650
07/06/2015,Sha Tin,3,1400
07/06/2015,Sha Tin,4,1400
07/06/2015,Sha Tin,5,1200
07/06/2015,Sha Tin,6,1600
07/06/2015,Sha Tin,7,1800
07/06/2015,Sha Tin,8,1800
07/06/2015,Sha Tin,9,1400
07/06/2015,Sha Tin,10,1200
03/06/2015,Happy Valley,1,1200
03/06/2015,Happy Valley,2,1650
03/06/2015,Happy Valley,3,1000
03/06/2015,Happy Valley,4,1200
03/06/2015,Happy Valley,5,1200
03/06/2015,Happy Valley,6,1000
03/06/2015,Happy Valley,7,1650
03/06/2015,Happy Valley,8,1650
31/05/2015,Sha Tin,1,1600
31/05/2015,Sha Tin,2,1000
31/05/2015,Sha Tin,3,2000
31/05/2015,Sha Tin,4,1800
31/05/2015,Sha Tin,5,1400
31/05/2015,Sha Tin,6,1600
31/05/2015,Sha Tin,7,2400
31/05/2015,Sha Tin,8,1200
31/05/2015,Sha Tin,9,1200
31/05/2015,Sha Tin,10,1400
27/05/2015,Sha Tin,1,1800
27/05/2015,Sha Tin,2,1650
27/05/2015,Sha Tin,3,1200
27/05/2015,Sha Tin,4,1200
27/05/2015,Sha Tin,5,1650
27/05/2015,Sha Tin,6,1200
27/05/2015,Sha Tin,7,1650
27/05/2015,Sha Tin,8,1800
24/05/2015,Sha Tin,1,1000
24/05/2015,Sha Tin,2,1200
24/05/2015,Sha Tin,3,1400
24/05/2015,Sha Tin,4,1200
24/05/2015,Sha Tin,5,1600
24/05/2015,Sha Tin,6,1200
24/05/2015,Sha Tin,7,1400
24/05/2015,Sha Tin,8,1400
24/05/2015,Sha Tin,9,1000
24/05/2015,Sha Tin,10,1200
16/05/2015,Sha Tin,1,1200
16/05/2015,Sha Tin,2,1000
16/05/2015,Sha Tin,3,2200
16/05/2015,Sha Tin,4,1400
16/05/2015,Sha Tin,5,1200
16/05/2015,Sha Tin,6,1600
16/05/2015,Sha Tin,7,1600
16/05/2015,Sha Tin,8,1800
16/05/2015,Sha Tin,9,1400
16/05/2015,Sha Tin,10,1200
09/05/2015,Sha Tin,1,1650
09/05/2015,Sha Tin,2,2000
09/05/2015,Sha Tin,3,1400
09/05/2015,Sha Tin,4,1400
09/05/2015,Sha Tin,5,1200
09/05/2015,Sha Tin,6,1650
09/05/2015,Sha Tin,7,1000
09/05/2015,Sha Tin,8,2400
09/05/2015,Sha Tin,9,1600
09/05/2015,Sha Tin,10,1400
06/05/2015,Happy Valley,1,1800
06/05/2015,Happy Valley,2,1200
06/05/2015,Happy Valley,3,1650
06/05/2015,Happy Valley,4,1200
06/05/2015,Happy Valley,5,1200
06/05/2015,Happy Valley,6,2200
06/05/2015,Happy Valley,7,1200
06/05/2015,Happy Valley,8,1650
03/05/2015,Sha Tin,1,1200
03/05/2015,Sha Tin,2,1400
03/05/2015,Sha Tin,3,1000
03/05/2015,Sha Tin,4,1200
03/05/2015,Sha Tin,5,1600
03/05/2015,Sha Tin,6,1400
03/05/2015,Sha Tin,7,1600
03/05/2015,Sha Tin,8,1600
03/05/2015,Sha Tin,9,1000
03/05/2015,Sha Tin,10,1200
29/04/2015,Happy Valley,1,1200
29/04/2015,Happy Valley,2,1200
29/04/2015,Happy Valley,3,1000
29/04/2015,Happy Valley,4,1650
29/04/2015,Happy Valley,5,2200
29/04/2015,Happy Valley,6,1000
29/04/2015,Happy Valley,7,1200
29/04/2015,Happy Valley,8,1650
26/04/2015,Sha Tin,1,2000
26/04/2015,Sha Tin,2,1400
26/04/2015,Sha Tin,4,1200
26/04/2015,Sha Tin,5,1800
26/04/2015,Sha Tin,6,1400
26/04/2015,Sha Tin,7,1200
26/04/2015,Sha Tin,8,2000
26/04/2015,Sha Tin,10,1200
22/04/2015,Happy Valley,1,1000
22/04/2015,Happy Valley,2,1200
22/04/2015,Happy Valley,3,1650
22/04/2015,Happy Valley,4,1000
22/04/2015,Happy Valley,5,1650
22/04/2015,Happy Valley,6,1200
22/04/2015,Happy Valley,7,1650
22/04/2015,Happy Valley,8,1200
19/04/2015,Sha Tin,1,1400
19/04/2015,Sha Tin,2,1800
19/04/2015,Sha Tin,3,1200
19/04/2015,Sha Tin,4,1400
19/04/2015,Sha Tin,5,2200
19/04/2015,Sha Tin,6,1650
19/04/2015,Sha Tin,7,1000
19/04/2015,Sha Tin,8,1200
19/04/2015,Sha Tin,9,1600
19/04/2015,Sha Tin,10,1400
15/04/2015,Happy Valley,1,1200
15/04/2015,Happy Valley,2,2200
15/04/2015,Happy Valley,3,1650
15/04/2015,Happy Valley,4,1650
15/04/2015,Happy Valley,5,1200
15/04/2015,Happy Valley,6,1200
15/04/2015,Happy Valley,7,1000
15/04/2015,Happy Valley,8,1650
12/04/2015,Sha Tin,1,1000
12/04/2015,Sha Tin,2,1200
12/04/2015,Sha Tin,3,1650
12/04/2015,Sha Tin,4,1200
12/04/2015,Sha Tin,5,1000
12/04/2015,Sha Tin,6,1400
12/04/2015,Sha Tin,7,2200
12/04/2015,Sha Tin,8,1200
12/04/2015,Sha Tin,9,1650
12/04/2015,Sha Tin,10,1400
07/04/2015,Sha Tin,1,1400
07/04/2015,Sha Tin,2,2000
07/04/2015,Sha Tin,3,1400
07/04/2015,Sha Tin,4,1200
07/04/2015,Sha Tin,5,1400
07/04/2015,Sha Tin,6,1600
07/04/2015,Sha Tin,7,1600
07/04/2015,Sha Tin,8,1600
07/04/2015,Sha Tin,9,1000
07/04/2015,Sha Tin,10,1200
01/04/2015,Happy Valley,1,1800
01/04/2015,Happy Valley,2,1000
01/04/2015,Happy Valley,3,1650
01/04/2015,Happy Valley,4,1200
01/04/2015,Happy Valley,5,1650
01/04/2015,Happy Valley,6,1200
01/04/2015,Happy Valley,7,1650
01/04/2015,Happy Valley,8,1200
01/04/2015,Happy Valley,9,1800
29/03/2015,Sha Tin,1,1600
29/03/2015,Sha Tin,2,1200
29/03/2015,Sha Tin,3,1200
29/03/2015,Sha Tin,4,1400
29/03/2015,Sha Tin,5,1200
29/03/2015,Sha Tin,6,1600
29/03/2015,Sha Tin,7,1400
29/03/2015,Sha Tin,8,1200
29/03/2015,Sha Tin,9,1800
29/03/2015,Sha Tin,10,1400
25/03/2015,Sha Tin,1,1200
25/03/2015,Sha Tin,2,1800
25/03/2015,Sha Tin,3,1200
25/03/2015,Sha Tin,4,1650
25/03/2015,Sha Tin,5,1650
25/03/2015,Sha Tin,6,1200
25/03/2015,Sha Tin,7,1200
25/03/2015,Sha Tin,8,1800
21/03/2015,Sha Tin,1,1800
21/03/2015,Sha Tin,2,1000
21/03/2015,Sha Tin,3,1400
21/03/2015,Sha Tin,4,1200
21/03/2015,Sha Tin,5,1400
21/03/2015,Sha Tin,6,1000
21/03/2015,Sha Tin,7,1200
21/03/2015,Sha Tin,8,1600
21/03/2015,Sha Tin,9,1200
21/03/2015,Sha Tin,10,1400
18/03/2015,Happy Valley,1,1650
18/03/2015,Happy Valley,2,1200
18/03/2015,Happy Valley,3,1200
18/03/2015,Happy Valley,4,1800
18/03/2015,Happy Valley,5,1650
18/03/2015,Happy Valley,6,1800
18/03/2015,Happy Valley,7,1650
18/03/2015,Happy Valley,8,1200
15/03/2015,Sha Tin,1,1400
15/03/2015,Sha Tin,2,1200
15/03/2015,Sha Tin,3,1400
15/03/2015,Sha Tin,4,1600
15/03/2015,Sha Tin,5,1800
15/03/2015,Sha Tin,6,1200
15/03/2015,Sha Tin,7,1400
15/03/2015,Sha Tin,8,1400
15/03/2015,Sha Tin,9,2000
15/03/2015,Sha Tin,10,1400
11/03/2015,Happy Valley,1,1800
11/03/2015,Happy Valley,2,1000
11/03/2015,Happy Valley,3,1650
11/03/2015,Happy Valley,4,1650
11/03/2015,Happy Valley,5,1200
11/03/2015,Happy Valley,6,1650
11/03/2015,Happy Valley,7,1000
11/03/2015,Happy Valley,8,1200
11/03/2015,Happy Valley,9,1200
08/03/2015,Sha Tin,1,1650
08/03/2015,Sha Tin,2,1000
08/03/2015,Sha Tin,3,1650
08/03/2015,Sha Tin,4,1400
08/03/2015,Sha Tin,5,1800
08/03/2015,Sha Tin,6,1600
08/03/2015,Sha Tin,7,1200
08/03/2015,Sha Tin,8,1000
08/03/2015,Sha Tin,9,1400
08/03/2015,Sha Tin,10,1400
04/03/2015,Happy Valley,1,1000
04/03/2015,Happy Valley,2,1200
04/03/2015,Happy Valley,3,1650
04/03/2015,Happy Valley,4,1200
04/03/2015,Happy Valley,5,1650
04/03/2015,Happy Valley,6,1650
04/03/2015,Happy Valley,7,1200
04/03/2015,Happy Valley,8,1800
04/03/2015,Happy Valley,9,1650
01/03/2015,Sha Tin,1,2000
01/03/2015,Sha Tin,2,1200
01/03/2015,Sha Tin,3,1400
01/03/2015,Sha Tin,4,1200
01/03/2015,Sha Tin,5,1200
01/03/2015,Sha Tin,6,1400
01/03/2015,Sha Tin,7,2000
01/03/2015,Sha Tin,8,1600
01/03/2015,Sha Tin,9,1200
01/03/2015,Sha Tin,10,1800
25/02/2015,Happy Valley,1,1200
25/02/2015,Happy Valley,2,1000
25/02/2015,Happy Valley,3,2200
25/02/2015,Happy Valley,4,1200
25/02/2015,Happy Valley,5,1650
25/02/2015,Happy Valley,6,1200
25/02/2015,Happy Valley,7,1650
25/02/2015,Happy Valley,8,1200
25/02/2015,Happy Valley,9,1650
21/02/2015,Sha Tin,1,1200
21/02/2015,Sha Tin,2,1400
21/02/2015,Sha Tin,3,1200
21/02/2015,Sha Tin,4,1600
21/02/2015,Sha Tin,5,1400
21/02/2015,Sha Tin,6,1200
21/02/2015,Sha Tin,7,2000
21/02/2015,Sha Tin,8,1400
21/02/2015,Sha Tin,9,1200
21/02/2015,Sha Tin,10,1600
15/02/2015,Sha Tin,1,1600
15/02/2015,Sha Tin,2,1800
15/02/2015,Sha Tin,3,1400
15/02/2015,Sha Tin,4,1650
15/02/2015,Sha Tin,5,2000
15/02/2015,Sha Tin,6,1650
15/02/2015,Sha Tin,7,1200
15/02/2015,Sha Tin,8,1400
15/02/2015,Sha Tin,9,1800
15/02/2015,Sha Tin,10,1600
11/02/2015,Happy Valley,1,2200
11/02/2015,Happy Valley,2,1650
11/02/2015,Happy Valley,3,1200
11/02/2015,Happy Valley,4,1200
11/02/2015,Happy Valley,5,1000
11/02/2015,Happy Valley,6,1650
11/02/2015,Happy Valley,7,1200
11/02/2015,Happy Valley,8,1200
07/02/2015,Sha Tin,1,1200
07/02/2015,Sha Tin,2,1000
07/02/2015,Sha Tin,3,1400
07/02/2015,Sha Tin,4,1200
07/02/2015,Sha Tin,5,1600
07/02/2015,Sha Tin,6,1200
07/02/2015,Sha Tin,7,1200
07/02/2015,Sha Tin,8,1800
07/02/2015,Sha Tin,9,1600
07/02/2015,Sha Tin,10,1400
04/02/2015,Happy Valley,1,1650
04/02/2015,Happy Valley,2,1000
04/02/2015,Happy Valley,3,1200
04/02/2015,Happy Valley,4,1800
04/02/2015,Happy Valley,5,1200
04/02/2015,Happy Valley,6,1650
04/02/2015,Happy Valley,7,1200
04/02/2015,Happy Valley,8,1800
01/02/2015,Sha Tin,1,1400
01/02/2015,Sha Tin,2,1000
01/02/2015,Sha Tin,3,1400
01/02/2015,Sha Tin,4,1800
01/02/2015,Sha Tin,5,1200
01/02/2015,Sha Tin,6,1000
01/02/2015,Sha Tin,7,1200
01/02/2015,Sha Tin,8,1200
01/02/2015,Sha Tin,9,1400
01/02/2015,Sha Tin,10,1600
28/01/2015,Happy Valley,1,1650
28/01/2015,Happy Valley,2,1200
28/01/2015,Happy Valley,3,1000
28/01/2015,Happy Valley,4,1650
28/01/2015,Happy Valley,5,1200
28/01/2015,Happy Valley,6,1800
28/01/2015,Happy Valley,7,1000
28/01/2015,Happy Valley,8,1650
25/01/2015,Sha Tin,1,1650
25/01/2015,Sha Tin,2,2000
25/01/2015,Sha Tin,3,1200
25/01/2015,Sha Tin,4,1400
25/01/2015,Sha Tin,5,1200
25/01/2015,Sha Tin,6,1800
25/01/2015,Sha Tin,7,1000
25/01/2015,Sha Tin,8,1600
25/01/2015,Sha Tin,9,1200
25/01/2015,Sha Tin,10,1400
21/01/2015,Happy Valley,1,1200
21/01/2015,Happy Valley,2,1200
21/01/2015,Happy Valley,3,1650
21/01/2015,Happy Valley,4,1000
21/01/2015,Happy Valley,5,1200
21/01/2015,Happy Valley,6,1200
21/01/2015,Happy Valley,7,1650
21/01/2015,Happy Valley,8,1650
18/01/2015,Sha Tin,1,1200
18/01/2015,Sha Tin,2,1000
18/01/2015,Sha Tin,3,1400
18/01/2015,Sha Tin,4,1400
18/01/2015,Sha Tin,5,1600
18/01/2015,Sha Tin,6,1400
18/01/2015,Sha Tin,7,1800
18/01/2015,Sha Tin,8,1600
18/01/2015,Sha Tin,9,1400
18/01/2015,Sha Tin,10,1800
14/01/2015,Happy Valley,1,1800
14/01/2015,Happy Valley,2,1200
14/01/2015,Happy Valley,3,1200
14/01/2015,Happy Valley,4,1800
14/01/2015,Happy Valley,5,1650
14/01/2015,Happy Valley,6,1000
14/01/2015,Happy Valley,7,1200
14/01/2015,Happy Valley,8,1650
10/01/2015,Sha Tin,1,1200
10/01/2015,Sha Tin,1,1200
10/01/2015,Sha Tin,3,1200
10/01/2015,Sha Tin,4,1200
10/01/2015,Sha Tin,5,1400
10/01/2015,Sha Tin,6,1600
10/01/2015,Sha Tin,7,1200
10/01/2015,Sha Tin,8,1000
10/01/2015,Sha Tin,9,1600
10/01/2015,Sha Tin,10,1400
07/01/2015,Happy Valley,1,1650
07/01/2015,Happy Valley,2,1000
07/01/2015,Happy Valley,3,1200
07/01/2015,Happy Valley,4,1650
07/01/2015,Happy Valley,5,1800
07/01/2015,Happy Valley,6,1800
07/01/2015,Happy Valley,7,1200
07/01/2015,Happy Valley,8,1650
04/01/2015,Sha Tin,1,1000
04/01/2015,Sha Tin,2,1600
04/01/2015,Sha Tin,3,1200
04/01/2015,Sha Tin,4,1400
04/01/2015,Sha Tin,5,1200
04/01/2015,Sha Tin,6,1800
04/01/2015,Sha Tin,7,1200
04/01/2015,Sha Tin,8,1200
04/01/2015,Sha Tin,9,1400
04/01/2015,Sha Tin,10,1600
